,station_id,name,latitude,longitude,dockcount,landmark,installation_date,trip_id,duration_sec,start_date,start_station_name,start_station_id,end_date,end_station_name,end_station_id,bike_number,zip_code,subscriber_type
111,22,Redwood City Caltrain Station,37.486078000000006,-122.23208899999999,25,Redwood City,08/15/2013 0:00:00,1038812,256,12/14/2015 18:08:00,Redwood City Caltrain Station,22,12/14/2015 18:12:00,Mezes,83,84,94063,Subscriber
112,22,Redwood City Caltrain Station,37.486078000000006,-122.23208899999999,25,Redwood City,08/15/2013 0:00:00,1212183,291,05/23/2016 17:31:00,Redwood City Caltrain Station,22,05/23/2016 17:36:00,Mezes,83,91,94063,Subscriber
113,22,Redwood City Caltrain Station,37.486078000000006,-122.23208899999999,25,Redwood City,08/15/2013 0:00:00,1083533,315,02/05/2016 17:07:00,Redwood City Caltrain Station,22,02/05/2016 17:13:00,Mezes,83,174,94063,Subscriber
114,22,Redwood City Caltrain Station,37.486078000000006,-122.23208899999999,25,Redwood City,08/15/2013 0:00:00,1120296,275,03/09/2016 17:34:00,Redwood City Caltrain Station,22,03/09/2016 17:39:00,Mezes,83,246,94063,Subscriber
115,22,Redwood City Caltrain Station,37.486078000000006,-122.23208899999999,25,Redwood City,08/15/2013 0:00:00,996188,304,11/03/2015 18:09:00,Redwood City Caltrain Station,22,11/03/2015 18:14:00,Mezes,83,52,94063,Subscriber
116,22,Redwood City Caltrain Station,37.486078000000006,-122.23208899999999,25,Redwood City,08/15/2013 0:00:00,1028495,261,12/03/2015 18:08:00,Redwood City Caltrain Station,22,12/03/2015 18:12:00,Mezes,83,694,94063,Subscriber
117,22,Redwood City Caltrain Station,37.486078000000006,-122.23208899999999,25,Redwood City,08/15/2013 0:00:00,967436,329,10/12/2015 17:32:00,Redwood City Caltrain Station,22,10/12/2015 17:38:00,Mezes,83,655,94063,Subscriber
118,22,Redwood City Caltrain Station,37.486078000000006,-122.23208899999999,25,Redwood City,08/15/2013 0:00:00,1155068,281,04/08/2016 17:07:00,Redwood City Caltrain Station,22,04/08/2016 17:12:00,Mezes,83,642,94063,Subscriber
119,22,Redwood City Caltrain Station,37.486078000000006,-122.23208899999999,25,Redwood City,08/15/2013 0:00:00,1127004,283,03/16/2016 17:36:00,Redwood City Caltrain Station,22,03/16/2016 17:40:00,Mezes,83,246,94063,Subscriber
120,22,Redwood City Caltrain Station,37.486078000000006,-122.23208899999999,25,Redwood City,08/15/2013 0:00:00,1024381,279,11/30/2015 18:08:00,Redwood City Caltrain Station,22,11/30/2015 18:13:00,Mezes,83,694,94063,Subscriber
